Fecha,Hora,Precio
2022-12-10 00:00:00,5.0,196.619984914
2022-12-10 00:00:00,6.0,197.072925955
2022-12-10 00:00:00,7.0,222.451116604
2022-12-10 00:00:00,8.0,231.216329025
2022-12-10 00:00:00,9.0,226.100241083
2022-12-10 00:00:00,10.0,217.180979167
2022-12-10 00:00:00,11.0,206.336698369
2022-12-10 00:00:00,12.0,202.50025181
2022-12-10 00:00:00,13.0,200.421152808
2022-12-10 00:00:00,14.0,200.593256901
2022-12-10 00:00:00,15.0,201.004028888
2022-12-10 00:00:00,16.0,205.8215668
2022-12-10 00:00:00,17.0,213.902266654
2022-12-10 00:00:00,18.0,234.517968779
2022-12-10 00:00:00,19.0,274.012796179
2022-12-10 00:00:00,20.0,297.451766035
2022-12-10 00:00:00,21.0,311.779033282
2022-12-10 00:00:00,22.0,312.829952973
2022-12-10 00:00:00,23.0,311.626315339
2022-12-10 00:00:00,24.0,301.970033323
2022-12-04 00:00:00,1.0,324.865822715
2022-12-04 00:00:00,2.0,327.448646398
2022-12-04 00:00:00,3.0,340.226022027
2022-12-04 00:00:00,4.0,341.764273842
2022-12-04 00:00:00,5.0,339.103025162
2022-12-04 00:00:00,6.0,338.926139445
2022-12-04 00:00:00,7.0,343.45753625
2022-12-04 00:00:00,8.0,330.243390682
2022-12-04 00:00:00,9.0,323.916480688
2022-12-04 00:00:00,10.0,318.098525548
2022-12-04 00:00:00,11.0,298.797084001
2022-12-04 00:00:00,12.0,288.073609813
2022-12-04 00:00:00,13.0,280.914423582
2022-12-04 00:00:00,14.0,283.689595324
2022-12-04 00:00:00,15.0,285.733331541
2022-12-04 00:00:00,16.0,292.218650131
2022-12-04 00:00:00,17.0,311.477238464
2022-12-04 00:00:00,18.0,338.059192491
2022-12-04 00:00:00,19.0,367.493430833
2022-12-04 00:00:00,20.0,388.268824282
2022-12-04 00:00:00,21.0,387.575391233
2022-12-04 00:00:00,22.0,346.639502993
2022-12-04 00:00:00,23.0,316.522354399
2022-12-04 00:00:00,24.0,303.076505113
2022-01-26 00:00:00,1.0,312.52465264
2022-01-26 00:00:00,2.0,302.14370752
2022-01-26 00:00:00,3.0,299.75991068
2022-01-26 00:00:00,4.0,295.5164664
2022-01-26 00:00:00,5.0,292.18588426
2022-01-26 00:00:00,6.0,300.69716124
2022-01-26 00:00:00,7.0,295.78367004
2022-01-26 00:00:00,8.0,297.92465842
2022-01-26 00:00:00,9.0,329.43131852
2022-01-26 00:00:00,10.0,328.72917194
2022-01-26 00:00:00,11.0,391.85141508
2022-01-26 00:00:00,12.0,389.78166908
2022-01-26 00:00:00,13.0,386.4515348
2022-01-26 00:00:00,14.0,384.90679666
2022-01-26 00:00:00,15.0,311.40150308
2022-01-26 00:00:00,16.0,311.96017652
2022-01-26 00:00:00,17.0,318.94530624
2022-01-26 00:00:00,18.0,323.81052796
2022-01-26 00:00:00,19.0,401.8026227
2022-01-26 00:00:00,20.0,406.78758484
2022-01-26 00:00:00,21.0,409.00248442
2022-01-26 00:00:00,22.0,402.77730686
2022-01-26 00:00:00,23.0,324.64965486
2022-01-26 00:00:00,24.0,314.89095888
2021-11-12 00:00:00,1.0,229.10832898
2021-11-12 00:00:00,2.0,225.01533144
2021-11-12 00:00:00,3.0,219.08488074
2021-11-12 00:00:00,4.0,208.57642632
2021-11-12 00:00:00,5.0,204.38457346
2021-11-12 00:00:00,6.0,210.2883763
2021-11-12 00:00:00,7.0,230.4432734
2021-11-12 00:00:00,8.0,250.4544105
2021-11-12 00:00:00,9.0,276.33083278
2021-11-12 00:00:00,10.0,265.04134474
2021-11-12 00:00:00,11.0,269.36866988
2021-11-12 00:00:00,12.0,257.98407374
2021-11-12 00:00:00,13.0,256.78931588
2021-11-12 00:00:00,14.0,255.13641074
2021-11-12 00:00:00,15.0,243.48500104
2021-11-12 00:00:00,16.0,240.51091534
2021-11-12 00:00:00,17.0,246.66864764
2021-11-12 00:00:00,18.0,252.70426422
2021-11-12 00:00:00,19.0,283.01215964
2021-11-12 00:00:00,20.0,282.35959094
2021-11-12 00:00:00,21.0,259.4526148
2021-11-12 00:00:00,22.0,253.11394338
2021-11-12 00:00:00,23.0,229.62808754
2021-11-12 00:00:00,24.0,226.05391198
2021-11-06 00:00:00,1.0,231.70071798
2021-11-06 00:00:00,2.0,222.93568458
2021-11-06 00:00:00,3.0,220.9230306
2021-11-06 00:00:00,4.0,210.31155004
2021-11-06 00:00:00,5.0,192.76627562
2021-11-06 00:00:00,6.0,184.9143549
2021-11-06 00:00:00,7.0,194.63226102
2021-11-06 00:00:00,8.0,208.664832
2021-11-06 00:00:00,9.0,212.6599134
2021-11-06 00:00:00,10.0,193.6183748
2021-11-06 00:00:00,11.0,174.3218562
2021-11-06 00:00:00,12.0,168.37073434
2021-11-06 00:00:00,13.0,167.27888834
2021-11-06 00:00:00,14.0,171.30141734
2021-11-06 00:00:00,15.0,170.20176706
2021-11-06 00:00:00,16.0,168.83413308
2021-11-06 00:00:00,17.0,179.1673491
2021-11-06 00:00:00,18.0,219.30834512
2021-11-06 00:00:00,19.0,232.09612968
2021-11-06 00:00:00,20.0,234.61706568
2021-11-06 00:00:00,21.0,217.53543196
2021-11-06 00:00:00,22.0,214.83620154
2021-11-06 00:00:00,23.0,208.91799698
2021-11-06 00:00:00,24.0,202.13490684
2022-10-12 00:00:00,1.0,340.289551779
2022-10-12 00:00:00,2.0,317.453927851
2022-10-12 00:00:00,3.0,296.883509317
2022-10-12 00:00:00,4.0,298.249717216
2022-10-12 00:00:00,5.0,299.926509856
2022-10-12 00:00:00,6.0,297.605514656
2022-10-12 00:00:00,7.0,290.458364227
2022-10-12 00:00:00,8.0,271.27928062
2022-10-12 00:00:00,9.0,264.149000663
2022-10-12 00:00:00,10.0,257.498215135
2022-10-12 00:00:00,11.0,243.364010302
2022-10-12 00:00:00,12.0,215.531352284
2022-10-12 00:00:00,13.0,205.563543682
2022-10-12 00:00:00,14.0,210.925894282
2022-10-12 00:00:00,15.0,214.689732319
2022-10-12 00:00:00,16.0,211.25971783
2022-10-12 00:00:00,17.0,213.797923228
2022-10-12 00:00:00,18.0,236.615403708
2022-10-12 00:00:00,19.0,249.06154033
2022-10-12 00:00:00,20.0,252.843407948
2022-10-12 00:00:00,21.0,320.334860282
2022-10-12 00:00:00,22.0,324.809575742
2022-10-12 00:00:00,23.0,308.345768096
2022-10-12 00:00:00,24.0,279.44954311
2022-03-18 00:00:00,1.0,264.54818374
2022-03-18 00:00:00,2.0,263.48814892
2022-03-18 00:00:00,3.0,263.40067694
2022-03-18 00:00:00,4.0,264.25724352
2022-03-18 00:00:00,5.0,264.29543552
2022-03-18 00:00:00,6.0,266.2264285
